ID,FACILITY NAME,LICENSEE,COMPANY,ADDRESS,,latitude,longitude,CITY,POSTAL CODE,PROVINCE,COUNTRY,LHIN,TYPE,HOSPITAL,CLASS,Total,A,B,C,D,Upgraded D,New,Long Stay,Convalescent Care,Respite,ELDCAP,Veterans' Priority Access,Beds in Abeyance (BIA),Designated Specialized Unit,Other,Interim,LS License Expiry,Up for Redev.,MANAGED BY
H11183,HASTINGS MANOR HOME FOR THE AGED,The Corporation Of The County Of Hastings,The Corporation Of The County Of Hastings,476 Dundas Street West,,,,Belleville,K8N 5B2,Ontario,Canada,South East,Municipal,,A,253,253,,,,,,246,,3,,4,,,,,Municipal,,
NH1195,TRENT VALLEY LODGE LIMITED,Trent Valley Lodge Limited,Trent Valley Lodge Limited,195 Bay Street,,,,Trenton,K8V 1H9,Ontario,Canada,South East,For-Profit,,A,102,102,,,,,,102,,,,,,,,,8/3/1905,,
H11272,MAPLE VIEW LODGE,United Counties Of Leeds And Grenville,United Counties Of Leeds And Grenville,"746 County Road, 42 East",,,,Athens,K0E 1B0,Ontario,Canada,South East,Municipal,,A,60,60,,,,,,60,,,,,,,,,Municipal,,
H11279,ST. LAWRENCE LODGE,"United Counties Of Leeds And Grenville, Brockville, Gananoque, And Prescott","United Counties Of Leeds And Grenville, Brockville, Gananoque, And Prescott","1803 County Road, #2 East",,,,Brockville,K6V 5T1,Ontario,Canada,South East,Municipal,,A,224,224,,,,,,222,,,,2,,,,,Municipal,,
53686,DOM LIPA,Slovenian Linden Foundation,Slovenian Linden Foundation,52 Neilson Drive,,,,Etobicoke,M9C 1V7,Ontario,Canada,Mississauga Halton,Not-For-Profit,,A / C,66,36,,30,,,,66,,,,,,,,,1/12/2023,Yes,
Unknown,BABCOCK COMMUNITY CARE CENTRE,Babcock Community Care Centre Inc.,Babcock Community Care Centre Inc.,196 Wellington Street,,,,Wardsville,N0L 2N0,Ontario,Canada,South West,For-Profit,,,60,,,,,,,,,,,,,,,,6/30/2025,,
NH1211,QUEENSWAY LONG TERM CARE HOME,CVH (No. 8) GP Inc. as general partner of CVH (No. 8) LP,Southbridge,100 Queen Street East,"43.65372929999999, -79.3738826",43.65373,-79.37388,Hensall,N0M 1X0,Ontario,Canada,South West,For-Profit,,C,60,,,60,,,,58,,2,,,,,,,6/30/2025,Yes,Extendicare Assist
NH1510,CHELSEY PARK (OXFORD) NURSING HOME,CVH (No. 3) GP Inc. as the general partner of CVH (No. 3) LP,Southbridge,310 Oxford Street West,"42.9876052, -81.2766824",42.98761,-81.27668,London,N6H 4N6,Ontario,Canada,South West,For-Profit,,C,247,,,247,,,,244,,3,,,,,,,6/30/2025,Yes,Extendicare Assist
NH1877d,PARISIEN MANOR,CVH (No. 6) GP Inc. as general partner of CVH (No. 4) LP,Southbridge,439 Second Street East,,,,Cornwall,K6H 1Z2,Ontario,Canada,Champlain,For-Profit,,B / C,65,,24,41,,,,65,,,,,,,,,6/30/2025,Yes,
NH1115,COUNTRY LANE LONG TERM CARE RESIDENCE,CVH (No. 2) LP,Southbridge,317079 Hwy 6 & 10,"44.4627157, -80.9020092",44.46272,-80.90201,Chatsworth,N0H 1G0,Ontario,Canada,South West,For-Profit,,C,34,,,34,,,,34,,,,,,,,,6/30/2025,Yes,Extendicare Assist
NH1370,VERMONT SQUARE,601092 Ontario Limited,601092 Ontario Limited,914 Bathurst Street,"43.6682935, -79.4127583",43.66829,-79.41276,Toronto,M5R 3G5,Ontario,Canada,Toronto Central,For-Profit,,C,130,,,130,,,,129,,1,,,,,,,6/30/2020,Yes,
Unknown,BLUE WATER REST HOME,Blue Water Rest Home,Blue Water Rest Home,"Lot 21, Hwy 84 ",,,,Zurich,N0M 2T0,Ontario,Canada,South West,Not-For-Profit,,A,65,65,,,,,,65,,,,,,,,,Unknown,,
Unknown,ELGIN ABBEY NURSING HOME,Capricorn Investments Corporation Limited,Capricorn Investments Corporation Limited,380 First Avenue North,,,,Chesley,N0G 1L0,Ontario,Canada,South West,For-Profit,,,27,,,,,,,,,,,,,,,,6/30/2025,,Extendicare Assist
Unknown,CARESSANT CARE COURTLAND,Caressant-Care Nursing And Retirement Homes Limited,Caressant Care,4850 Hwy #59,,,,Courtland,N0J 1E0,Ontario,Canada,South West,For-Profit,,,55,,,,,,,,,,,,,,,,6/30/2025,,
H13613,LAKESHORE LODGE,Toronto Long-Term Care Homes And Services,City of Toronto,3197 Lakeshore Blvd. West,"43.5972081, -79.5184519",43.59721,-79.51845,Etobicoke,M8V 3X5,Ontario,Canada,Toronto Central,Municipal,,C,150,,,150,,,,150,,,,,,,,,Municipal,Yes,
Unknown,CARESSANT CARE LISTOWEL NURSING HOME,Caressant-Care Nursing And Retirement Homes Limited,Caressant Care,710 Reserve Avenue South,,,,Listowel,N4W 2L1,Ontario,Canada,South West,For-Profit,,,52,,,,,,,,,,,,,,,,6/30/2025,,
H12801,CASTLEVIEW WYCHWOOD TOWERS,Toronto Long-Term Care Homes And Services,City of Toronto,351 Christie Street,"43.6732321, -79.4215684",43.67323,-79.42157,Toronto,M6G 3C3,Ontario,Canada,Toronto Central,Municipal,,C,456,,,456,,,,441,12,3,,,,,,,Municipal,Yes,
Unknown,CARESSANT CARE ON BONNIE PLACE,Caressant-Care Nursing And Retirement Homes Limited,Caressant Care,15 Bonnie Place,,,,St Thomas,N5R 5T8,Ontario,Canada,South West,For-Profit,,,116,,,,,,,,,,,,,,,,6/30/2025,,
Unknown,CARESSANT CARE ON MARY BUCKE,Caressant-Care Nursing And Retirement Homes Limited,Caressant Care,4 Mary Bucke Street,,,,St. Thomas,N5R 5J6,Ontario,Canada,South West,For-Profit,,,60,,,,,,,,,,,,,,,,6/30/2025,,
NH3611,BAYFIELD MANOR,CVH (No. 7) GP Inc. as general partner of CVH (No. 7) LP,Southbridge,100 Elvira Street,,,,Kemptville,K0G 1J0,Ontario,Canada,Champlain,For-Profit,,B,66,,66,,,,,66,,,,,,,,,6/30/2025,Yes,Extendicare Assist
NH3718,WARKWORTH PLACE,CVH (No. 6) GP Inc. as General Partner of CVH (No. 6) LP,Southbridge,97 Mill Street,,,,Warkworth,K0K 3K0,Ontario,Canada,Central East,For-Profit,,B,60,,60,,,,,60,,,,,,,,,6/30/2025,Yes,Extendicare Assist
Unknown,THE MAPLES HOME FOR SENIORS,Caressant-Care Nursing And Retirement Homes Limited,Caressant Care,94 William Street South,,,,Tavistock,N0B 2R0,Ontario,Canada,South West,For-Profit,,,43,,,,,,,,,,,,,,,,6/30/2025,,
Unknown,CARESSANT CARE WOODSTOCK NURSING HOME,Caressant-Care Nursing And Retirement Homes Limited,Caressant Care,81 Fyfe Avenue,,,,Woodstock,N4S 8Y2,Ontario,Canada,South West,For-Profit,,,163,,,,,,,,,,,,,,,,6/27/2024,,
Unknown,CHARTWELL AYLMER LONG TERM CARE RESIDENCE,Chartwell Master Care LP,Chartwell,465 Talbot Street West,,,,Aylmer,N5H 1K8,Ontario,Canada,South West,For-Profit,,,64,,,,,,,,,,,,,,,,Unknown,,
NH1430,ELM GROVE LIVING CENTRE INC.,Elm Grove Living Centre Inc.,Elm Grove Living Centre Inc.,35 Elm Grove Avenue,"43.6403073, -79.4306974",43.64031,-79.43070,Toronto,M6K 2J2,Ontario,Canada,Toronto Central,For-Profit,,C,126,,,126,,,,126,,,,,,,,,6/30/2025,Yes,
NH1348,CRAIGLEE NURSING HOME,CVH (No. 1) LP,Southbridge,102 Craiglee Drive,,,,Scarborough,M1N 2M7,Ontario,Canada,Central East,For-Profit,,A / C / New,169,20,,74,,,75,169,,,,,,,,,6/21/2024,Yes,Extendicare Assist
H2142424,NISBET LODGE,Nisbet Lodge,Nisbet Lodge,740 Pape Avenue,"43.6802332, -79.3456851",43.68023,-79.34569,Toronto,M4K 3S7,Ontario,Canada,Toronto Central,Not-For-Profit,,C,103,,,103,,,,103,,,,,,,,,6/30/2025,Yes,
Unknown,CHARTWELL LONDON LONG TERM CARE RESIDENCE,Chartwell Master Care LP,Chartwell,2000 Blackwater Road,,,,London,N5X 4K6,Ontario,Canada,South West,For-Profit,,A,95,,,,,,,,,,,,,,,,Unknown,,
NH1425,NORWOOD NURSING HOME,Norwood Nursing Home Limited,Norwood Nursing Home Limited,122 Tyndall Avenue,"43.63751420000001, -79.42937850000001",43.63751,-79.42938,Toronto,M6K 2E2,Ontario,Canada,Toronto Central,For-Profit,,C,60,,,60,,,,60,,,,,,,,,6/30/2025,Yes,
51467,CEDARVALE TERRACE,601091 Ontario Limited,Responsive Health Management Inc.,429 Walmer Road,"43.68545, -79.41242",43.68545,-79.41242,Toronto,M5P 2X9,Ontario,Canada,Toronto Central,For-Profit,,C,218,,,218,,,,217,,1,,,,,,,6/30/2025,Yes,
1374,MAIN STREET TERRACE,Revera Long Term Care Inc.,Revera,77 Main Street,"43.6816009, -79.2985949",43.68160,-79.29859,Toronto,M4E 2V6,Ontario,Canada,Toronto Central,For-Profit,,C,150,,,150,,,,148,,2,,,,,,,6/30/2025,Yes,
NH2723-L02,FAIRVIEW NURSING HOME,Schlegel Villages,Schlegel Villages Inc.,14 Cross Street,"43.6481122, -79.4284992",43.64811,-79.42850,Toronto,M6J 1S8,Ontario,Canada,Toronto Central,For-Profit,,C,108,,,108,,,,108,,,,,,,,,6/30/2025,Yes,
NH1419,MAYNARD NURSING HOME,341822 Ontario Inc.,Schlegel Villages Inc.,28 Halton Street,"43.6488003, -79.4191781",43.64880,-79.41918,Toronto,M6J 1R3,Ontario,Canada,Toronto Central,For-Profit,,C,77,,,77,,,,77,,,,,,,,,6/30/2025,Yes,
Unknown,CHARTWELL PARKHILL LONG TERM CARE RESIDENCE,Chartwell Master Care LP,Chartwell,250 Tain Street,,,,Parkhill,N0M 2K0,Ontario,Canada,South West,For-Profit,,,59,,,,,,,,,,,,,,,,Unknown,,
H11483,DEARNESS HOME FOR SENIOR CITIZENS,The Corporation Of The City Of London,City of London,710 Southdale Road East,,,,London,N6E 1R8,Ontario,Canada,South West,Municipal,,A,243,243,,,,,,241,,2,,,,,,,Municipal,,
Unknown,VALLEYVIEW HOME,The Corporation Of The City Of St. Thomas,City Of St. Thomas,350 Burwell Road,,,,St. Thomas,N5P 0A3,Ontario,Canada,South West,Municipal,,,136,,,,,,,,,,,,,,,,Municipal,,
Unknown,BRUCELEA HAVEN LONG TERM CARE HOME - CORPORATION OF THE COUNTY OF BRUCE,Corporation Of The County Of Bruce,County of Bruce,41 McGivern Street West,,,,Walkerton,N0G 2V0,Ontario,Canada,South West,Municipal,,A,144,,,,,,,,,,,,,,,,Municipal,,
Unknown,GATEWAY HAVEN LONG TERM CARE HOME,Corporation Of The County Of Bruce,County Of Bruce,671 Frank Street,,,,Wiarton,N0H 2T0,Ontario,Canada,South West,Municipal,,,100,,,,,,,,,,,,,,,,Municipal,,
NH1306,GARDEN COURT NURSING HOME,Shaparrall Limited,Shaparrall Limited,1 Sand Beach Road,"43.6019485, -79.49680409999999",43.60195,-79.49680,Etobicoke,M8V 2W2,Ontario,Canada,Toronto Central,For-Profit,,C,45,,,45,,,,45,,,,,,,,,6/30/2020,Yes,
NH3849,UKRAINIAN CANADIAN CARE CENTRE,St. Demetrius (Ukrainian Catholic) Development Corporation,St. Demetrius (Ukrainian Catholic) Development Corporation,60 Richview Road,,,,Etobicoke,M9A 5E4,Ontario,Canada,Central,Not-For-Profit,,A / New,160,120,,,,,32,152,,,,,,,,,12/21/2033,,Assured Care
Unknown,BOBIER VILLA,The Corporation Of The County Of Elgin Municipal Homes,County of Elgin,1 Bobier Lane,,,,Dutton,N0L 1J0,Ontario,Canada,South West,Municipal,,A,57,,,,,,,,,,,,,,,,Municipal,,
NH3159,BETHAMMI NURSING HOME,St. Joseph's Care Group,St. Joseph's Care Group,63 Carrie Street,,,,Thunder Bay,P7A 4J2,Ontario,Canada,North West,Not-For-Profit,,B,12,,112,,,,,,,,,3,,,109,,10/31/2021,Yes,
Unknown,ELGIN MANOR,The Corporation Of The County Of Elgin Municipal Homes,County Of Elgin Municipal Homes,39262 Fingal Line,,,,St. Thomas,N5P 3S5,Ontario,Canada,South West,Municipal,,,90,,,,,,,,,,,,,,,,Municipal,,
Unknown,TERRACE LODGE,The Corporation Of The County Of Elgin Municipal Homes,County Of Elgin Municipal Homes,475 Talbot Street East,,,,Aylmer,N5H 3A5,Ontario,Canada,South West,Municipal,,,100,,,,,,,,,,,,,,,,Municipal,,
H11137,LEE MANOR HOME,Corporation Of The County Of Grey,County Of Grey,875 Sixth Street East,,,,Owen Sound,N4K 5W5,Ontario,Canada,South West,Municipal,,New,150,,,,,,150,150,,,,,,,,,Municipal,,Sienna Senior Living
H11129,GREY GABLES HOME FOR THE AGED,Corporation Of The County Of Grey,County Of Grey,206 Toronto Street South,,,,Markdale,N0C 1H0,Ontario,Canada,South West,Municipal,,A,66,66,,,,,,66,,,,,,,,,Municipal,,
Unknown,HURONLEA HOME FOR THE AGED,Corporation Of The County Of Huron,County Of Huron,820 Turnberry Street South,,,,Brussels,N0G 1H0,Ontario,Canada,South West,Municipal,,,64,,,,,,,,,,,,,,,,Municipal,,
Unknown,HURONVIEW HOME FOR THE AGED,Corporation Of The County Of Huron,County Of Huron,"R. R. #5, Lot 50, Con 1",,,,Clinton,N0M 1L0,Ontario,Canada,South West,Municipal,,,120,,,,,,,,,,,,,,,,Municipal,,
HF4645,STRATHMERE LODGE,The Corporation Of The County Of Middlesex,County Of Middlesex,599 Albert Street,,,,Strathroy,N7G 3J3,Ontario,Canada,South West,Municipal,,New,160,,,,,,160,159,,1,,,,,,,Municipal,,
Unknown,WOODINGFORD LODGE - TILLSONBURG,County Of Oxford,County Of Oxford,52 Venison Street West,,,,Tillsonburg,N4G 1V1,Ontario,Canada,South West,Municipal,,,34,,,,,,,,,,,,,,,,Municipal,,
Unknown,WOODINGFORD LODGE - INGERSOLL,County Of Oxford,County Of Oxford,325 Thames Street South,,,,Ingersoll,N5C 2T8,Ontario,Canada,South West,Municipal,,,34,,,,,,,,,,,,,,,,Municipal,,
Unknown,WOODINGFORD LODGE - WOODSTOCK,County Of Oxford,County Of Oxford,300 Juliana Drive,,,,Woodstock,N4V 0A1,Ontario,Canada,South West,Municipal,,,160,,,,,,,,,,,,,,,,Municipal,,
NH1416,ST. GEORGE CARE COMMUNITY,2063414 Ontario Limited as general partner of 2063414 Investment LP,Sienna Senior Living,225 St. George Street,"43.6725274, -79.4015359",43.67253,-79.40154,Toronto,M5R 2M2,Ontario,Canada,Toronto Central,For-Profit,,C,238,,,238,,,,235,,3,,,,,,,6/30/2025,Yes,
Unknown,KINGSWAY LODGE NURSING HOME,Kingsway Nursing Homes Limited,Kingsway Nursing Homes Limited,310 Queen Street East,,,,St. Marys,N4X 1C8,Ontario,Canada,South West,For-Profit,,,63,,,,,,,,,,,,,,,,6/30/2025,,
Unknown,KNOLLCREST LODGE,Knollcrest Lodge,Knollcrest Lodge,50 William Street,,,,Milverton,N0K 1M0,Ontario,Canada,South West,Not-For-Profit,,,78,,,,,,,,,,,,,,,,Unknown,,
Unknown,ONEIDA NATION OF THE THAMES LONG-TERM CARE HOME,Oneida First Nation,Oneida First Nation,2229 Elm Avenue,,,,Southwold,N0L 2G0,Ontario,Canada,South West,Not-For-Profit,,,64,,,,,,,,,,,,,,,,Unknown,,Assured Care
Unknown,PEOPLECARE OAKCROSSING LONDON,Peoplecare Inc.,Peoplecare Inc.,1242 Oakcrossing Road,,,,London,N6H 0G2,Ontario,Canada,South West,For-Profit,,New,160,,,,,,,,,,,,,,,,Unknown,,
NH4785,HENLEY PLACE,Henley Place Limited,Primacare Living,1961 Cedarhollow Blvd,,,,London,N5X 0K2,Ontario,Canada,South West,For-Profit,,New,192,,,,,,,192,,,,,,,,,12/20/2038,,Primacare Living Solutions Inc.
NH4642,MCGARRELL PLACE,Revera Long Term Care Inc.,Revera,355 McGarrell Drive,,,,London,N6G 0B1,Ontario,Canada,South West,For-Profit,,New,157,,,,,,157,154,,3,,,,,,,6/17/2031,,
NH3302,ST. CLAIR O'CONNOR COMMUNITY NURSING HOME,St. Clair O'Connor Community Inc.,St. Clair O'Connor Community Inc.,2701 St Clair Avenue East,"43.7054689, -79.3119784",43.70547,-79.31198,East York,M4B 3M3,Ontario,Canada,Toronto Central,Not-For-Profit,,C,12,,,25,,,,25,,,,,,,,,6/30/2025,Yes,
NH1402,THE HERITAGE NURSING HOME,The Heritage Nursing Homes Inc.,The Heritage Nursing Homes Inc.,1195 Queen Street East,"43.6628542, -79.33100979999999",43.66285,-79.33101,Toronto,M4M 1L6,Ontario,Canada,Toronto Central,For-Profit,,C,201,,,201,,,,201,,,,,,,,,6/30/2020,Yes,
NH2621,THE O'NEILL CENTRE,The O'Neill Centre Long Term Care and Retirement,The O'Neill Centre Long Term Care and Retirement,33 Christie Street,"43.6647706, -79.4186497",43.66477,-79.41865,Toronto,M6G 3B1,Ontario,Canada,Toronto Central,For-Profit,,C,162,,,162,,,,161,,1,,,,,,,6/30/2025,Yes,
NH3527,SHERBOURNE PLACE,The Rekai Centres,The Rekai Centres,345 Sherbourne Street,"43.662669, -79.3726619",43.66267,-79.37266,Toronto,M5A 2S3,Ontario,Canada,Toronto Central,Not-For-Profit,,C,126,,,126,,,,124,,2,,,,,,,6/30/2025,Yes,
Unknown,MITCHELL NURSING HOME,Ritz Lutheran Villa,Ritz Lutheran Villa,184 Napier Street,,,,Mitchell,N0K 1N0,Ontario,Canada,South West,Not-For-Profit,,,48,,,,,,,,,,,,,,,,6/30/2025,,
H12162,PIONEER MANOR,The City Of Greater Sudbury,The City Of Greater Sudbury,960 Notre Dame Avenue,,,,Sudbury,P3A 2T4,Ontario,Canada,North East,Municipal,,A / B / C / New,406,220,32,117,,,64,406,,,,,,,,27,Municipal,Yes,
Unknown,RITZ LUTHERAN VILLA,Ritz Lutheran Villa,Ritz Lutheran Villa,"Part Lot 16, Con 2, Logan Twn",,,,Mitchell,N0K 1N0,Ontario,Canada,South West,Not-For-Profit,,,85,,,,,,,,,,,,,,,,6/30/2025,,
NH4714,THE VILLAGE OF GLENDALE CROSSING,Schlegel Villages Inc.,Schlegel Villages Inc.,3030 Singleton Avenue,,,,London,N6L 0B6,Ontario,Canada,South West,For-Profit,,A,192,192,,,,,,192,,,,,,,,,Unknown,,Oakwood Retirement Communities Inc.
Unknown,EARLS COURT VILLAGE,Sharon Village Care Homes,Sharon Village Care Homes,1390 Highbury Avenue North,,,,London,N5Y 0B6,Ontario,Canada,South West,For-Profit,,A,128,,,,,,,,,,,,,,,,Unknown,,
Unknown,KENSINGTON VILLAGE,Sharon Village Care Homes,Sharon Village Care Homes,1340 Huron Street,,,,London,N5V 3R3,Ontario,Canada,South West,For-Profit,,,126,,,,,,,,,,,,,,,,Unknown,,
NH1210,MAITLAND MANOR,CVH (No. 2) LP,Southbridge,290 South Street,,,,Goderich,N7A 4G6,Ontario,Canada,South West,For-Profit,,,91,,,91,,,,90,,1,,,,,,,6/30/2025,,Extendicare Assist
NH1215,SEAFORTH LONG TERM CARE HOME,CVH (No. 8) GP Inc. as general partner of CVH (No. 8) LP,Southbridge,100 James Street,,,,Seaforth,N0K 1W0,Ontario,Canada,South West,For-Profit,,,63,,,63,,,,61,,2,,,,,,,6/30/2025,,Extendicare Assist
NH1024,PARKVIEW MANOR HEALTH CARE CENTRE,CVH (No. 2) LP,Southbridge,98-3rd Street South East,,,,Chesley,N0G 1L0,Ontario,Canada,South West,For-Profit,,Upgraded D,34,,,,,34,,34,,,,,,,,,6/30/2020,Yes,Extendicare Assist
H11264,LANARK LODGE,The Corporation Of The County Of Lanark,The Corporation Of The County Of Lanark,115 Christie Lake Road,,,,Perth,K7H 3C6,Ontario,Canada,South East,Municipal,,B,163,,163,,,,,162,,1,,,,,,,Municipal,Yes,
NH1143,ERRINRUNG LONG TERM CARE HOME,CVH (No. 8) GP Inc. as general partner of CVH (No. 8) LP,Southbridge,67 Bruce Street,,,,Thornbury,N0H 2P0,Ontario,Canada,South West,For-Profit,,,60,,,42,,,18,58,,2,,,,,,,6/30/2025,,Extendicare Assist
Unknown,SPRUCE LODGE HOME FOR THE AGED,Spruce Lodge Home For The Aged,Spruce Lodge Home For The Aged,643 West Gore Street,,,,Stratford,N5A 1L4,Ontario,Canada,South West,Municipal,,,128,,,,,,,,,,,,,,,,Municipal,,
NH3882,GLEBE CENTRE,The Glebe Centre Incorporated,The Glebe Centre Incorporated,950 Bank Street,,,,Ottawa,K1S 5G6,Ontario,Canada,Champlain,Not-For-Profit,,A / New,254,59,,,,,195,254,,,,,,,,,6/30/2030,,
NH3680,SUOMI-KOTI TORONTO NURSING HOME,Toronto Finnish-Canadian Seniors Centre,Toronto Finnish-Canadian Seniors Centre,795 Eglinton Avenue East,"43.7131213, -79.3661381",43.71312,-79.36614,Toronto,M4G 4E4,Ontario,Canada,Toronto Central,Not-For-Profit,,C,34,,,34,,,,34,,,,,,,,,6/30/2025,Yes,
Unknown,SPRUCEDALE CARE CENTRE,Sprucedale Care Centre Inc.,Sprucedale Care Centre Inc.,96 Kittridge Avenue East,,,,Strathroy,N7G 2A8,Ontario,Canada,South West,For-Profit,,,96,,,,,,,,,,,,,,,,Unknown,,
Unknown,MOUNT HOPE CENTRE FOR LONG TERM CARE,St. Joseph's Health Care,St. Joseph's Health Care,21 Grosvenor Street,,,,London,N6A 1Y6,Ontario,Canada,South West,Not-For-Profit,,,394,,,,,,,,,,,,,,,,6/30/2025,,
H21307,IVAN FRANKO HOME - UKRANIAN HOME FOR THE AGED,Ukrainian Home For The Aged,Ukrainian Home For The Aged,767 Royal York Road,"43.6378052, -79.5068118",43.63781,-79.50681,Toronto,M8Y 2T3,Ontario,Canada,Toronto Central,Not-For-Profit,,C,85,,,85,,,,85,,,,,,,,,6/30/2025,Yes,
Unknown,WESTMOUNT GARDENS LONG TERM CARE HOME,Steeves & Rozema Group,Steeves & Rozema Group,590 Longworth Road,,,,London,N6K 4X9,Ontario,Canada,South West,For-Profit,,,160,,,,,,,,,,,,,,,,Unknown,,
Unknown,MCCORMICK HOME,The Women's Christian Association Of London,The Women's Christian Association Of London,2022 Kains Road,,,,London,N6K 0A8,Ontario,Canada,South West,Not-For-Profit,,,160,,,,,,,,,,,,,,,,Unknown,,
Unknown,GREENWOOD COURT,Tri-county Mennonite Homes,Tri-county Mennonite Homes,90 Greenwood Drive,,,,Stratford,N5A 7W5,Ontario,Canada,South West,Not-For-Profit,,,45,,,,,,,,,,,,,,,,Unknown,,
NH4653,CHESTER VILLAGE,Broadview Foundation,Broadview Foundation,3555 Danforth Avenue,,,,Toronto,M1L 1E3,Ontario,Canada,Toronto Central,Not-For-Profit,,New,203,,,,,,203,203,,,,,,,,,Unknown,,
51357,HOUSES OF PROVIDENCE,Cardinal Ambrozic Houses of Providences,Cardinal Ambrozic Houses of Providences,3276 St. Clair Avenue East,,,,Scarborough,M1L 1W1,Ontario,Canada,Toronto Central,Not-For-Profit,,A,288,288,,,,,,288,,,,,,,,,6/30/2030,,
NH1907,CARESSANT CARE CAMBRIDGE NURSING HOME,Caressant-Care Nursing And Retirement Homes Limited,Caressant Care,3680 Speedsville Road,"43.45409979999999, -80.3574258",43.45410,-80.35743,Cambridge,N3H 4R6,Ontario,Canada,Waterloo Wellington,For-Profit,,C,79,,,79,,,,79,,,,,,,,,6/30/2020,Yes,
NH3441,CARESSANT CARE ARTHUR NURSING HOME,Caressant-Care Nursing And Retirement Homes Limited,Caressant Care,215 Eliza Street ,"43.83169059999999, -80.5298672",43.83169,-80.52987,Arthur,N0G 1A0,Ontario,Canada,Waterloo Wellington,For-Profit,,C,80,,,80,,,,80,,,,,,,,,6/30/2025,Yes,
H11456,TRUE DAVIDSON ACRES,Toronto Long-Term Care Homes And Services,City of Toronto,200 Dawes Road,,,,Toronto,M4C 5M8,Ontario,Canada,Toronto Central,Municipal,,New,187,,,,,,187,174,11,2,,,,,,,Municipal,,
NH3634,MAUNO KAIHLA KOTI,The Ontario-Finnish Resthome Association,The Ontario-Finnish Resthome Association,723 North Street,,,,Sault Ste. Marie,P6B 6G8,Ontario,Canada,North East,Not-For-Profit,,B,60,,60,,,,,60,,,,,,,,3,6/30/2025,Yes,
H23521,COPERNICUS LODGE,Copernicus Lodge,Copernicus Lodge,66 Roncesvalles Avenue,,,,Toronto,M6R 3A7,Ontario,Canada,Toronto Central,Not-For-Profit,,A,228,228,,,,,,226,,2,,,,,,,Unknown,,
NH1939,CARESSANT CARE FERGUS NURSING HOME,Caressant-Care Nursing And Retirement Homes Limited,Caressant Care,450 Queen Street East,"43.7085979, -80.3702574",43.70860,-80.37026,Fergus,N1M 2Y7,Ontario,Canada,Waterloo Wellington,For-Profit,,C,87,,,87,,,,87,,,,,,,,,6/30/2025,Yes,
NH3699,HELLENIC CARE FOR SENIORS (TORONTO) INC.,Hellenic Care For Seniors (Toronto) Inc.,Hellenic Care For Seniors (Toronto) Inc.,215 Tyrrel Avenue,,,,Toronto,M6G 4A9,Ontario,Canada,Toronto Central,Not-For-Profit,,A,81,81,,,,,,80,,1,,,,,,,Unknown,,
NH1953,CARESSANT CARE HARRISTON,Caressant-Care Nursing And Retirement Homes Limited,Caressant Care,24 Louise Street,"29.9200329, -81.32654029999999",29.92003,-81.32654,Harriston,N0G 1Z0,Ontario,Canada,Waterloo Wellington,For-Profit,,C,89,,,89,,,,89,,,,,,,,,6/30/2025,Yes,
H22624,MON SHEONG HOME FOR THE AGED,Mon Sheong Foundation,Mon Sheong Foundation,36 D'Arcy Street,,,,Toronto,M5T 1J7,Ontario,Canada,Toronto Central,Not-For-Profit,,A,105,105,,,,,,103,,2,,,,,,,Unknown,,
NH4691,ROSE OF SHARON KOREAN LONG TERM CARE,Rose Of Sharon (Ontario) Retirement Community,Rose Of Sharon (Ontario) Retirement Community,17 Maplewood Avenue,,,,Toronto,M6C 4B3,Ontario,Canada,Toronto Central,Not-For-Profit,,A,60,60,,,,,,60,,,,,,,,,3/3/2041,,Assured Care Consulting Inc.
NH1908,CHARTWELL ELMIRA LONG TERM CARE RESIDENCE,Chartwell Master Care LP,Chartwell,11 Herbert Street,"43.6014361, -80.5635956",43.60144,-80.56360,Elmira,N3B 2B8,Ontario,Canada,Waterloo Wellington,For-Profit,,C,48,,,48,,,,48,,,,,,,,,6/30/2025,Yes,
NH4295,HARMONY HILLS CARE COMMUNITY,2063414 Ontario Limited as general partner of 2063414 Investment LP,Sienna Senior Living,1800 O'Connor Drive,,,,North York,M4A 1W7,Ontario,Canada,Toronto Central,For-Profit,,A,160,160,,,,,,160,,,,,,,,,6/30/2030,,
NH1927,DERBECKER'S HERITAGE HOUSE,Derbecker's Heritage House Limited,Derbecker's Heritage House Limited,54 Eby Street,"43.540888, -80.54914",43.54089,-80.54914,St. Jacobs,N0B 2N0,Ontario,Canada,Waterloo Wellington,For-Profit,,C,72,,,72,,,,72,,,,,,,,1,6/30/2025,Yes,
NH4303,FOUNTAIN VIEW CARE COMMUNITY,2063414 Ontario Limited as general partner of 2063414 Investment LP,Sienna Senior Living,1800 O'Connor Drive,,,,East York,M4A 1W7,Ontario,Canada,Toronto Central,For-Profit,,A,158,158,,,,,,158,,,,,,,,,6/30/2030,,
H24396,ISABEL AND ARTHUR MEIGHEN MANOR,The Governing Council Of The Salvation Army In Canada,The Governing Council Of The Salvation Army In Canada,155 Millwood Road,,,,Toronto,M4S 1J6,Ontario,Canada,Toronto Central,Not-For-Profit,,A,168,168,,,,,,168,,,,,,,,,Unknown,,
