,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Measure ID,Application Nos,Application Stage,Application Status,Measure Code,Measure Category,Measure Type,Measure Name,Quantity,Is it Retrofit or New Construction?,Is it a New PV System or an Expansion of an Existing System?,Status of Interconnection Application,Latitude,Longitude,DC System Size (kW),Module Type,Array Type,Modelled Total System Losses (%),Tilt (deg),Azimuth (deg),Retail Electricity Rate ($/kWh),January AC Energy (kWh),February AC Energy (kWh),March AC Energy (kWh),April AC Energy (kWh),May AC Energy (kWh),June AC Energy (kWh),July AC Energy (kWh),August AC Energy (kWh),September AC Energy (kWh),October AC Energy (kWh),November AC Energy (kWh),December AC Energy (kWh),Total Annual AC Energy (kWh),Applicant Comments,Total Emissions Reduction,Total Electricity Savings,Equipment & Material Costs,Labour Cost,Design Cost,Total Cost,Actual Equipment & Material Costs,Actual Labour Cost,Actual Design Cost,Actual Total Cost,Measure Incentive,Applicable Measure Incentive,Maximum Eligible Measure Incentive,Total Eligible Measure Incentive,Maximum Applicable Measure Incentive,Total Applicable Measure Incentive,Application Stage : Application Status,AC_CALC,Comment
139,139,139,139,139,139,139,K9dDjcS8HDZGk0A23WDK,ESB-10000,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,50.133173,112.291998,402.5,Premium,Fixed - Open Rack,-8.5,35,180,0.06,16170,29104,54200,66790,72609,73040,79502,76136,60446,43284,20629,13581,605491,,4387.67,0,434000,330000,55000,819000,0,0,0,0,201250,0,204750,201250,0,0,Pre-Approval : Application Submitted,566216.6,Losses
140,140,140,140,140,140,140,KAy3wJkx8A2uwqWQk83N,ESB-10433,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,0,0,49.940779,-112.598021,361.8,Premium,Fixed - Roof Mount,18.5,15,180,0.16,16868,23292,36901,48215,56590,58737,64049,53175,42724,30125,18739,16233,465648,"$/kWh listed is based on the delivered cost of power obtained from the customer's bills. Thank you for taking the time to review, looking forward to your response! ",3944,0,487807.62,147627.62,14864.76,650300,0,0,0,0,180900,0,162575,162575,0,0,Pre-Approval : Application Submitted,419235,
141,141,141,141,141,141,141,KFNiLjBgj2G4HZpmOiZi,ESB-10347,Pre-Project,Application Information Requested,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,50.95587,-113.99705,14.875,Standard,Fixed - Roof Mount,14.08,45,180,0.0629,1920,1720,1720,1820,1700,1680,1700,1860,1680,2020,1700,1520,21040,Specific inverter is highlighted on the spec sheet pagepage,162.15,0,22443.75,20790,4987.5,48221.25,0,0,0,0,9668.75,0,12055.3125,9668.75,0,0,Pre-Project : Application Information Requested,19418.7,
142,142,142,142,142,142,142,KJId6wEZRdyoQUYiLl9d,ESB-10130,Pre-Project,Application Draft Under Review,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,52.972773,-113.329796,23.21,Standard,Fixed - Roof Mount,22.7,18.4,180,0.077,1203,1394,1308,1585,1254,1019,968,901,1271,1599,1074,1541,15117,We would like an extension on this project to this time next year. COVID has caused supply chain issues.,253.01,0,30120,7413,5640,43173,0,0,0,0,11605,0,10793.25,10793.25,0,0,Pre-Project : Application Draft Under Review,23218.4,
143,143,143,143,143,143,143,KMJZfLNkZ6p1Hb4lNsHy,ESB-10073,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.44963,-112.2025,22.08,Standard,Fixed - Open Rack,8,45,180,0.06426,3500,300,3400,2600,1700,1400,1300,1400,1400,2000,2500,2900,24400,345W Panels,240.69,0,41793.9,8553.6,0,50347.5,0,0,0,0,11040,0,12586.875,11040,0,0,Pre-Approval : Application Submitted,30176.7,
144,144,144,144,144,144,144,KSKwIIElRVpjJNp6QKIW,ESB-10632,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.67047,-113.87546,140.25,Premium,Fixed - Roof Mount,18,26,90,0.06,108330,108330,108330,108330,108330,108330,108330,108330,108330,108330,108330,108330,1299960,Module and inverter selection subject to supplier availability.,1528.87,0,210375,70125,0,280500,0,0,0,0,70125,0,70125,70125,0,0,Pre-Approval : Application Submitted,131835.2,
145,145,145,145,145,145,145,KdkzIzfWl8iGAENep2DT,ESB-11017,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.7871481,-113.9778569,33.575,Standard,Fixed - Roof Mount,20,5,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,2535.32,1000,500,4035.32,0,0,0,0,60,0,2017.66,60,0,0,Payment : Incentive Payment in Progress,32967.3,
146,146,146,146,146,146,146,Ku2dZpdKkckCsMUKeHqm,ESB-10009,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.35232822,-113.5725194,48,Premium,Fixed - Open Rack,2,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,220.5,280,0,500.5,0,0,0,0,120,0,125.125,120,0,0,Payment : Incentive Payment in Progress,73359.6,
147,147,147,147,147,147,147,LDZubiRhbC6NTiWVst6V,ESB-10102,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,53.60698,-113.48334,76.985,Standard,Fixed - Roof Mount,20,10,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,7795,970,0,8765,0,0,0,0,256,0,4382.5,256,0,0,Pre-Approval : Application Submitted,74524.2,
148,148,148,148,148,148,148,LTpre9jGs5uZn5kYG8Lj,ESB-10060,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.00321,-113.9659,33.93,Standard,Fixed - Roof Mount,12.9,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.33,0,2748,2056,0,4804,2748,2056,0,4804,1200,1200,1201,1200,1201,1200,Pre-Approval : Application Submitted,38444.4,
149,149,149,149,149,149,149,LUXnLkGeyny6ARGGLcM5,ESB-10304,Pre-Project,Application Information Requested,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,0,0,50.5757,-113.8767,33.12,Standard,Fixed - Open Rack,5,37,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.67,0,4373.71,0,0,4373.71,3293.32,1080,0,4373.32,880,880,1093.4275,880,1093.33,880,Pre-Project : Application Information Requested,46576.6,
150,150,150,150,150,150,150,LjVXxq31VGaL6C6EmzwY,ESB-10153,Pre-Project,Application Information Requested,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,51.49972,-112.2553,5.52,Standard,Fixed - Open Rack,8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932.8,0,14314,11334.08,0,25648.08,0,0,0,0,11900,0,6412.02,6412.02,0,0,Pre-Project : Application Information Requested,7591.4,
151,151,151,151,151,151,151,Lt2mHVT4x6o2OLFQ4SqZ,ESB-10361,Pre-Project,Application Information Requested,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,Expansion of an Existing System,0,51.20568,-114.21386,20.6,Standard,Fixed - Open Rack,7,45,180,0.07,2000,2200,3000,3000,3100,3100,3200,3100,2500,2200,1700,1500,30600,/,224.56,0,32500,8500,2500,43500,0,0,0,0,10300,0,10875,10300,0,0,Pre-Project : Application Information Requested,28153.3,
152,152,152,152,152,152,152,Lt7FTAutFfPfGXTxaJe4,ESB-11300,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,50.772159,-110.259662,11.04,Standard,Fixed - Open Rack,8,35,180,0.07623,1625,1475,1725,1500,1130,700,770,875,640,800,1300,1550,14090,345W solar modules,120.35,0,17931.5,6264,0,24195.5,0,0,0,0,7176,0,6048.875,6048.88,0,0,Pre-Approval : Application Submitted,15142.1,
153,153,153,153,153,153,153,M0IhmOClbXeLzi1r2MkY,ESB-11242,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,52.695518,-113.261292,11.04,Standard,Fixed - Open Rack,8,35,180,0.06464,1177,1153,1205,1317,792,753,714,646,992,1174,1103,1196,12222,345W solar modules,120.35,0,17931.5,6264,0,24195.5,0,0,0,0,7176,0,6048.875,6048.88,0,0,Pre-Approval : Application Submitted,14291,
154,154,154,154,154,154,154,MCTaW4faFw3wR0t5zRSz,ESB-10017,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,52.5191,-113.511,36,Standard,Fixed - Roof Mount,26.9,39.8,178.944,6.497,2271.9,2947.4,4050.1,4814.9,5283.8,5358.5,5544.7,5179,4420.3,3498.9,2492.8,1785.8,47648.1,,392.44,0,44751,24056,4322,73129,44751,24056,4322,73129,18000,18000,18282.25,18000,18282.25,18000,Payment : Incentive Payment in Progress,37326.9,
155,155,155,155,155,155,155,MIYsUJDxy6bJ0bjBo2jx,ESB-10973,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.782128,-111.681145,20.6,Premium,Fixed - Open Rack,25,30,180,0.06144,13,12,13,14,13,1674,4501,5582,2521,1500,15,11,15869,Solar for irrigation pivot,224.56,0,33247.73,11000,3125,47372.73,0,0,0,0,10300,0,11843.1825,10300,0,0,Pre-Approval : Application Submitted,23970.3,
156,156,156,156,156,156,156,MMYYVA1fyZ7IhC6Kn9QN,ESB-11383,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,52.725881,-113.556557,138,Standard,Fixed - Open Rack,8,45,180,0.175,15100,14130,14500,15400,13700,15600,14400,15800,13300,14200,13900,14700,174730,345W Panels,1504.34,0,258967.5,58460,0,317427.5,0,0,0,0,69000,0,79356.875,69000,0,0,Pre-Approval : Application Submitted,180019.1,
157,157,157,157,157,157,157,MPN99eMFHduvUvJZ5mGn,ESB-11206,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.05293216,-114.0514538,37.4,Standard,Fixed - Roof Mount,18,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.16,0,2280,0,0,2280,2280,0,0,2280,570,570,570,570,570,570,Pre-Approval : Application Submitted,40291.5,
158,158,158,158,158,158,158,MSnX67RvBmJ5nYYsmmZe,ESB-11430,Pre-Project,Application Information Requested,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.3492,-113.5436,46.98,Standard,Fixed - Open Rack,12,35,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.71,0,5406.72,1180,0,6586.72,0,0,0,0,1540,0,1646.68,1540,0,0,Pre-Project : Application Information Requested,60200.7,
159,159,159,159,159,159,159,MefW93OIrzytvaG0Dcg2,ESB-10322,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.796451,-114.114342,24.12,Standard,Fixed - Roof Mount,14,26.6,180,6.497,2271.9,2947.4,4050.1,4814.9,5283.8,5358.5,5544.7,5179,4420.3,3498.9,2492.8,1785.8,47648.1,,392.44,0,44751,24056,4322,73129,44751,24056,4322,73129,18000,18000,18282.25,18000,18282.25,18000,Pre-Approval : Application Submitted,28769.2,
160,160,160,160,160,160,160,MggySosIpWCKvtuLOKkC,ESB-11226,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.9844,-113.9377,471.6,Standard,Fixed - Roof Mount,11.8,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.37,0,8268.05,3500,0,11768.05,0,0,0,0,3500,0,2942.0125,2942.01,0,0,Pre-Approval : Application Submitted,537314.2,
161,161,161,161,161,161,161,MlmEpbmz41snPtIdjX04,ESB-10574,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.626366,-112.733208,28.56,Standard,Fixed - Open Rack,11.8,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,2000,1100,0,3100,0,0,0,0,400,0,1550,400,0,0,Pre-Approval : Application Submitted,40152.1,
162,162,162,162,162,162,162,MrliOKfePpYRFdk1o2oM,ESB-10288,Post-Project,Application Under Review,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,Expansion of an Existing System,0,48.819024,-112.579381,112.14,Standard,Fixed - Open Rack,24,30,176,6.3,63320,55533,52831,46435,22914,31136,40686,41627,30204,30836,57780,54859,528161,Ground Mount solar system,1222.44,0,164820,60800,4800,230420,164820,60800,4800,230420,56070,56070,57605,56070,57605,56070,Post-Project : Application Under Review,136032.3,
163,163,163,163,163,163,163,N6jDfO2pmSiepvTNyabs,ESB-10173,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.99411,-114.05834,72.7,Premium,Fixed - Roof Mount,13.3,10,177,0.03,1767.38,3298.09,5634.29,8372.81,9920.21,10154.14,11035.66,8858.9,6399.78,4041.95,2172.15,1462.87,73118.23,,792.51,0,126217,34538,0,160755,0,0,0,0,36350,0,40188.75,36350,0,0,Pre-Approval : Application Submitted,85351.1,
164,164,164,164,164,164,164,N9wXoCResNJQHA6e0KNi,ESB-11431,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,56.5073,-119.1887,37.41,Standard,Fixed - Open Rack,12,35,180,0.06426,1398,1917,3364,4843,5127,5000,5533,4757,3644,2610,1550,1256,40999,This is a resubmission because we had a chat with an ESB reviewer and it was recommended that we resubmit from scratch to ensure all documents are provided and to increase our chances of being approved for the rebate.,407.81,0,65654.94,16834.6,1683.46,84173,0,0,0,0,18705,0,21043.25,18705,0,0,Pre-Approval : Application Submitted,41018.4,
165,165,165,165,165,165,165,NA1sBSZqiOVTNfuuNf8c,ESB-10869,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.57980271,-111.9277854,23.14,Standard,Fixed - Open Rack,18,40,180,0.12,1900,2300,3100,2900,3200,3100,3500,3400,2800,2700,1700,1500,32100,RATE 24 REA FARM SERVICE - see quote/invoice for module/inverter quantity and types,252.25,0,31308.42,5345.34,1527.24,38181,0,0,0,0,11570,0,9545.25,9545.25,0,0,Pre-Approval : Application Submitted,28487.4,
166,166,166,166,166,166,166,NCAfigRUtQ4KbqE7NxQ0,ESB-11457,Pre-Project,Application Information Requested,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,56.8003,-117.6646,17.4,Standard,Fixed - Open Rack,20,35,180,0.0589,665,912,1600,2303,2439,2378,263,2263,1733,1241,737,597,17131,"Updating again per discussion with ESB. Thank you! Resubmitting this as all our applications keep getting rejected for missing the 3D model and invoice, which we'll include this time.  It was recommended we resubmit every single application that's like this (which is a lot) by the ESB program rep we spoke to.  Apologies if this creates more work for you or is confusing, but it's really important to our customers that we get these applications in. Thanks! Mike",189.68,0,36372.96,9326.4,932.64,46632,0,0,0,0,8700,0,11658,8700,0,0,Pre-Project : Application Information Requested,18003.2,
167,167,167,167,167,167,167,NGFqQ7UmRteW9JWmZGVD,ESB-11407,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,52.098058,-113.931467,33.12,Standard,Fixed - Open Rack,8,35,180,0.06541,3735,3001,4130,3170,3293,3133,2790,3014,4658,6242,2972,3257,43395,345W solar modules,361.04,0,62477.1,14030.4,0,76507.5,0,0,0,0,16560,0,19126.875,16560,0,0,Pre-Approval : Application Submitted,43241.1,
168,168,168,168,168,168,168,NMeJtDRfuSoDB6QX7lwQ,ESB-10352,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,-50.96319,-113.89877,42.1,Premium,Fixed - Open Rack,18,10,180,0.0537,30602,29468,42781,30480,31118,32841,34897,44019,40344,46581,46656,25144,434931,Final module and inverter selection may change depending on supplier availability at time of construction.,458.93,0,62080,20690,0,82770,0,0,0,0,21050,0,20692.5,20692.5,0,0,Pre-Approval : Application Submitted,43561.7,Lat
169,169,169,169,169,169,169,NMoDsl24IAuszxrlENNG,ESB-12407,Pre-Approval,Application Draft Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,51.41,-114.52,31.75,Standard,Fixed - Roof Mount,18,18,90,0.12,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,30000,east/west system other azimuth is 270,346.11,0,51405.75,13708.2,3427.05,68541,0,0,0,0,15875,0,17135.25,15875,0,0,Pre-Approval : Application Draft Approved,29190.2,
170,170,170,170,170,170,170,NQsFTrcWw4W1j47knkXd,ESB-10355,Pre-Approval,Application Draft Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.955217,-110.268632,155.4,Standard,Fixed - Open Rack,22.6,30,188.95,0.5,7195.4,10033.4,21615.4,23951.9,26010,25457.1,27668.9,26044.6,20450.7,16994.7,10414.2,7890.3,223726.6,,1694.02,0,213945.63,53441.88,46112.5,313500.01,0,0,0,0,77700,0,78375.0025,77700,0,0,Pre-Approval : Application Draft Approved,180084,
171,171,171,171,171,171,171,NRNEGIaLlmw0It26Yr15,,,,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.467984,-112.695148,15.6,Standard,Fixed - Open Rack,25,20,180,0.0625,1633,2017,1564,924,881,830,989,1223,940,1118,1300,1378,14797,not applicable,170.06,0,25150,6000,0,31150,0,0,0,0,7800,0,7787.5,7787.5,0,0,,17160.2,
172,172,172,172,172,172,172,NdcwqQ1LVqacPuhPC2Fd,ESB-10516,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.75631596,-113.1270134,75.6,Premium,Fixed - Open Rack,24,45,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2823.1,0,183158,0,0,183158,0,0,0,0,60000,0,91579,60000,0,0,Pre-Approval : Application Submitted,91281.9,
173,173,173,173,173,173,173,NsXGJ2hsCJu1QfpLH3e9,ESB-11880,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,52.231047,-114.450508,21.4,Premium,Fixed - Roof Mount,18.6,20,90,0.0625,1633,2017,1564,924,881,830,989,1223,940,1118,1300,1378,14797,not applicable,170.06,0,25150,6000,0,31150,0,0,0,0,7800,0,7787.5,7787.5,0,0,Pre-Approval : Application Submitted,19218.5,
174,174,174,174,174,174,174,NzJk5uCHWPwNPsTe3Dpp,ESB-11274,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,53.300486,-113.52847,185.5,Premium,Fixed - Roof Mount,20,10,180,0.09,1329.9,3265.1,14073.1,22331.7,24691.3,24542.2,25608.4,23463.4,16919.1,9028.8,2061.8,1049.1,168363.9,"2 different modules. Wall mods are 335w, roof array is 425w. note 3 different azimuths.",2022.14,0,219836,52698,8320,280854,0,0,0,0,92750,0,70213.5,70213.5,0,0,Pre-Approval : Application Submitted,178765,
175,175,175,175,175,175,175,NzmXMCGV7wp0qwUthYvj,ESB-10667,Pre-Approval,Application Submitted,ESB-OGZSPV-0001,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems less than 15 kW,1,Retrofit,New PV System,0,50.73998,-112.0581,11.04,Standard,Fixed - Open Rack,8,45,180,0.07942,1221,2020,1727,1277,1173,768,740,1118,755,661,965,1209,13634,345W Panels,120.35,0,21110,4276.8,0,25386.8,0,0,0,0,7176,0,6346.7,6346.7,0,0,Pre-Approval : Application Submitted,15108.9,
176,176,176,176,176,176,176,OBt6Dsp0jbYMTZ87mnDG,ESB-11012,Post-Project,Application Under Review,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,53.484491,-114.004505,56.1,Standard,Fixed - Roof Mount,1.5,22,180,0.00611,2858,4248,6930,7209,8424,8541,8273,7673,5575,4419,2625,1720,68495,Permit and engineering in with design cost,611.55,0,92708.94,8992.96,3500,105201.9,93808.94,8992.96,3500,106301.9,28050,28050,26300.475,26300.47,26575.475,26575.47,Post-Project : Application Under Review,72989,
177,177,177,177,177,177,177,OCbBH5qSHrDZHZAGekBr,ESB-10076,Post-Project,Application Under Review,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,50.98318,-113.95995,146.2,Premium,Fixed - Roof Mount,13.3,5,270,0.07,3650.32,6435.82,11716.59,17214.24,19946.78,20298.43,22001.86,18066.18,13186.88,8199.16,4286.31,2815.7,147818.27,,1593.73,0,196904,42380,0,239284,175215.3,49869.7,0,225085,73100,73100,59821,59821,56271.25,56271.25,Post-Project : Application Under Review,148011.1,
178,178,178,178,178,178,178,OdFRxBXoIZa9RjP5q4Xd,ESB-10973,Pre-Approval,Application Submitted,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,New Construction,New PV System,0,49.782128,-111.681145,15.5,Premium,Fixed - Open Rack,25,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.18,0,528,671,0,1199,528,671,0,1199,140,140,299.75,140,299.75,140,Pre-Approval : Application Submitted,18035.9,
179,179,179,179,179,179,179,OrTf9qztcz8BLDveRuCa,ESB-10045,Payment,Incentive Approved,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.676638,-112.655257,22.8,Standard,Fixed - Open Rack,18.3,35,180,0.068,670,882,1633,2219,3016,3021,3417,3078,2621,1630,1361,401,23949,None at this time,248.54,0,35272,13605,1512,50389,35272,13605,1512,50389,11400,11400,12597.25,11400,12597.25,11400,Payment : Incentive Approved,29427.7,
180,180,180,180,180,180,180,P5IHqGJvwdt01pNWku2T,ESB-10176,Payment,Incentive Payment in Progress,ESB-OGZSPV-0002,Solar PV,On-Site Power Generation - Solar PV,Solar PV - Systems 15kW or greater,1,Retrofit,New PV System,0,49.745253,-112.363926,58.52,Standard,Fixed - Open Rack,23.75,30,192,6,2002,2754,6141,8578,9195,9482,10007,9293,7412,6462,3841,2737,77904,Ground Mount,637.93,0,70035,23305,3500,96840,70035,23305,3500,96840,29260,29260,24210,24210,24210,24210,Payment : Incentive Payment in Progress,69261.6,
